title,label,label_name,topic,word_count,age_days,f3_original_recomputed,f3_lexical_only,f3_vague_attribution_only,f3_vague_quantifiers_only,f3_evaluative_puffery_only,f3_konjunktiv_i_only,f3_no_generic_quantifiers,f3_attribution_plus_evaluative,f3_lexical_count,f3_vague_attribution_count,f3_vague_quantifier_count,f3_evaluative_puffery_count,f3_konjunktiv_i_count
George Mason,1,stable,politics_history,5432,7668,4.970544918998527,3.865979381443299,0.0,3.681885125184094,0.1840942562592047,1.1045655375552283,1.6568483063328423,1.288659793814433,21,0,20,1,6
Nursultan Nasarbajew,0,contested,geography,3675,8066,0.5442176870748299,0.0,0.0,0.0,0.0,0.5442176870748299,0.5442176870748299,0.5442176870748299,0,0,0,0,2
Diolkos,1,stable,geography,3917,8181,1.0211896859841716,0.5105948429920858,0.2552974214960429,0.2552974214960429,0.0,0.5105948429920858,0.7658922644881286,0.7658922644881286,2,1,1,0,2
Biofeedback,0,contested,science,2459,8066,3.253355022366816,2.8466856445709636,0.0,2.8466856445709636,0.0,0.406669377795852,1.2200081333875559,0.406669377795852,7,0,7,0,1
Theorie der endlichen Kugelpackungen,1,stable,science,2497,7939,3.2038446135362433,3.2038446135362433,0.0,2.4028834601521827,0.8009611533840608,0.0,1.6019223067681216,0.8009611533840608,8,0,6,2,0
Kindertagesbetreuung,0,contested,politics_history,3747,7665,1.6012810248198557,1.0675206832132373,0.0,1.0675206832132373,0.0,0.5337603416066187,0.8006405124099278,0.5337603416066187,4,0,4,0,2
Wieslauftalbahn,1,stable,politics_history,3685,7828,0.542740841248304,0.542740841248304,0.0,0.542740841248304,0.0,0.0,0.271370420624152,0.0,2,0,2,0,0
Geschichte Äquatorialguineas,0,contested,geography,4830,7164,0.2070393374741201,0.2070393374741201,0.0,0.2070393374741201,0.0,0.0,0.0,0.0,1,0,1,0,0
Mesolongi,1,stable,geography,4885,7284,3.480040941658137,3.480040941658137,0.20470829068577276,3.275332650972364,0.0,0.0,0.818833162743091,0.20470829068577276,17,1,16,0,0
Self Storage,0,contested,culture,2405,6942,1.2474012474012475,1.2474012474012475,0.0,1.2474012474012475,0.0,0.0,0.4158004158004158,0.0,3,0,3,0,0
Adolf von Kröner,1,stable,culture,2360,7312,0.423728813559322,0.423728813559322,0.0,0.423728813559322,0.0,0.0,0.0,0.0,1,0,1,0,0
Thomas Ball Barratt,0,contested,culture,3881,7063,6.183973202782788,4.122648801855192,0.0,4.122648801855192,0.0,2.061324400927596,3.3496521515073434,2.061324400927596,16,0,16,0,8
Madlax,1,stable,culture,3843,6909,2.0817069997397866,1.8214936247723132,0.0,1.8214936247723132,0.0,0.2602133749674733,0.2602133749674733,0.2602133749674733,7,0,7,0,1
"Föderaler Öffentlicher Dienst Auswärtige Angelegenheiten, Außenhandel und Entwicklungszusammenarbeit",0,contested,politics_history,2826,6830,1.7692852087756545,1.7692852087756545,0.0,1.7692852087756545,0.0,0.0,0.7077140835102619,0.0,5,0,5,0,0
Fünfjahrplan (Briefmarkenserie),1,stable,politics_history,3042,6924,4.602235371466141,3.287310979618672,0.0,3.287310979618672,0.0,1.314924391847469,2.3011176857330704,1.314924391847469,10,0,10,0,4
Unicredit Bank Austria,0,contested,geography,4408,7649,0.6805807622504537,0.6805807622504537,0.0,0.6805807622504537,0.0,0.0,0.4537205081669691,0.0,3,0,3,0,0
Kloster Himmelkron,1,stable,geography,4657,7798,1.503113592441486,1.073652566029633,0.0,1.073652566029633,0.0,0.42946102641185313,0.6441915396177798,0.42946102641185313,5,0,5,0,2
Politisches System Japans,0,contested,geography,3643,7615,1.9214932747735383,1.9214932747735383,0.0,1.9214932747735383,0.0,0.0,0.8234971177600879,0.0,7,0,7,0,0
Craters of the Moon National Monument,1,stable,geography,3380,7639,5.029585798816568,4.1420118343195265,0.0,4.1420118343195265,0.0,0.8875739644970414,1.4792899408284024,0.8875739644970414,14,0,14,0,3
Al-Andalus,0,contested,geography,4645,6363,2.583423035522067,1.93756727664155,0.21528525296017223,1.7222820236813778,0.0,0.6458557588805167,0.8611410118406889,0.8611410118406889,9,1,8,0,3
Basler Fasnacht,1,stable,geography,4586,6279,4.579153946794592,3.4888791975577846,0.0,3.270824247710423,0.21805494984736154,1.0902747492368077,1.9624945486262537,1.3083296990841693,16,0,15,1,5
Judentum in Afrika,0,contested,geography,7971,7232,3.5127336595157446,2.6345502446368085,0.0,2.509095471082675,0.12545477355413376,0.8781834148789361,2.00727637686614,1.00363818843307,21,0,20,1,7
LGV Est européenne,1,stable,geography,7672,6732,2.997914494264859,0.9124087591240876,0.0,0.9124087591240876,0.0,2.0855057351407718,2.21584984358707,2.0855057351407718,7,0,7,0,16
Nornickel,0,contested,geography,4746,7044,0.21070375052675938,0.21070375052675938,0.0,0.21070375052675938,0.0,0.0,0.21070375052675938,0.0,1,0,1,0,0
Schwarzwaldbahn (Baden),1,stable,geography,4724,6736,3.5986452159187126,3.5986452159187126,0.0,3.1752751905165115,0.42337002540220153,0.0,1.6934801016088061,0.42337002540220153,17,0,15,2,0
Data Loss Prevention,0,contested,science,1785,6603,5.602240896358543,5.602240896358543,0.0,4.481792717086835,1.1204481792717087,0.0,3.9215686274509802,1.1204481792717087,10,0,8,2,0
Bonnetiaceae,1,stable,science,1746,6998,4.009163802978236,4.009163802978236,0.0,4.009163802978236,0.0,0.0,1.7182130584192439,0.0,7,0,7,0,0
Ahmad Schah Massoud,0,contested,geography,7270,5807,1.1004126547455295,1.1004126547455295,0.0,1.1004126547455295,0.0,0.0,0.2751031636863824,0.0,8,0,8,0,0
S-Bahn Zürich,1,stable,geography,7244,5747,1.2424075096631695,0.966316951960243,0.0,0.966316951960243,0.0,0.27609055770292656,0.41413583655438985,0.27609055770292656,7,0,7,0,2
Andor Ákos,0,contested,culture,6610,5251,3.3282904689863844,2.8744326777609683,0.0,2.723146747352496,0.151285930408472,0.45385779122541603,1.8154311649016641,0.605143721633888,19,0,18,1,3
Deutsche Bank Park,1,stable,culture,6586,4927,1.8220467658669905,1.6702095353780748,0.0,1.5183723048891589,0.1518372304889159,0.1518372304889159,0.7591861524445794,0.3036744609778318,11,0,10,1,1
Massivholzbau,0,contested,science,3306,6311,1.5124016938898972,1.5124016938898972,0.0,1.209921355111918,0.3024803387779795,0.0,0.9074410163339383,0.3024803387779795,5,0,4,1,0
Zielratte,1,stable,science,3064,6195,0.3263707571801567,0.3263707571801567,0.0,0.3263707571801567,0.0,0.0,0.0,0.0,1,0,1,0,0
Israelitische Synagogen-Gemeinde Adass Jisroel zu Berlin,0,contested,geography,4524,7455,2.2104332449160036,2.2104332449160036,0.0,1.9893899204244032,0.22104332449160033,0.0,1.5473032714412025,0.22104332449160033,10,0,9,1,0
Parochialkirche (Berlin),1,stable,geography,4997,7463,2.2013207924754856,1.8010806483890334,0.0,1.4008405043025816,0.40024014408645187,0.40024014408645187,1.0006003602161297,0.8004802881729037,9,0,7,2,2
Bernd Kebelmann,0,contested,culture,3223,2888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
Halo-System,1,stable,culture,3035,3471,3.2948929159802307,1.9769357495881386,0.0,1.9769357495881386,0.0,1.3179571663920921,1.6474464579901154,1.3179571663920921,6,0,6,0,4
Austerität,0,contested,politics_history,3875,5793,6.451612903225806,0.5161290322580645,0.0,0.25806451612903225,0.25806451612903225,5.935483870967742,6.193548387096774,6.193548387096774,2,0,1,1,23
Georges Scelle,1,stable,politics_history,3758,6033,0.532197977647685,0.2660989888238425,0.0,0.2660989888238425,0.0,0.2660989888238425,0.2660989888238425,0.2660989888238425,1,0,1,0,1
Montessori Biberkor,0,contested,politics_history,5744,3744,0.6963788300835655,0.34818941504178275,0.0,0.34818941504178275,0.0,0.34818941504178275,0.34818941504178275,0.34818941504178275,2,0,2,0,2
Bruttoinlandsprodukt,1,stable,politics_history,5584,3756,2.6862464183381087,1.9699140401146131,0.0,1.7908309455587395,0.17908309455587393,0.7163323782234957,1.4326647564469914,0.8954154727793697,11,0,10,1,4
Neukirchen-Vluyn,0,contested,geography,6493,5517,0.9240720776220545,0.7700600646850454,0.0,0.7700600646850454,0.0,0.15401201293700909,0.30802402587401817,0.15401201293700909,5,0,5,0,1
George Appo,1,stable,geography,6926,5577,1.4438348252959863,0.7219174126479931,0.0,0.5775339301183945,0.14438348252959862,0.7219174126479931,1.2994513427663876,0.8663008951775917,5,0,4,1,5
Gesellschaft für Unternehmensgeschichte,0,contested,politics_history,1815,5314,1.6528925619834711,1.6528925619834711,0.0,1.6528925619834711,0.0,0.0,0.0,0.0,3,0,3,0,0
"Trier, Stadtbibliothek, Hs. 171/1626",1,stable,politics_history,1866,5562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
Ilse Schwidetzky,0,contested,culture,2254,7038,2.6619343389529724,2.6619343389529724,0.0,2.6619343389529724,0.0,0.0,0.8873114463176576,0.0,6,0,6,0,0
Soliman (Elefant),1,stable,culture,2597,7273,1.9252984212552946,1.5402387370042356,0.0,1.5402387370042356,0.0,0.3850596842510589,0.7701193685021178,0.3850596842510589,4,0,4,0,1
Wuestenstrom,0,contested,politics_history,3890,6977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
Queen-Elizabeth-Klasse (2017),1,stable,politics_history,3990,7229,1.2531328320802004,0.2506265664160401,0.0,0.2506265664160401,0.0,1.0025062656641603,1.0025062656641603,1.0025062656641603,1,0,1,0,4
Transzendentale Meditation,0,contested,culture,5905,6671,2.8789161727349706,1.5241320914479255,0.0,1.1854360711261642,0.3386960203217612,1.3547840812870449,1.8628281117696868,1.6934801016088061,9,0,7,2,8
Ammonios Hermeiou,1,stable,culture,6150,6567,1.6260162601626016,0.4878048780487805,0.0,0.4878048780487805,0.0,1.1382113821138211,1.3008130081300813,1.1382113821138211,3,0,3,0,7
Monocab,0,contested,politics_history,2689,1208,2.231312755671253,1.859427296392711,0.0,1.859427296392711,0.0,0.3718854592785422,0.7437709185570844,0.3718854592785422,5,0,5,0,1
Pont Ferroviaire Saint-Laurent,1,stable,politics_history,3119,1654,0.6412311638345624,0.6412311638345624,0.0,0.6412311638345624,0.0,0.0,0.6412311638345624,0.0,2,0,2,0,0
TransPod,0,contested,politics_history,1918,3145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
Richomer,1,stable,politics_history,1874,3017,1.0672358591248667,0.5336179295624334,0.0,0.5336179295624334,0.0,0.5336179295624334,0.5336179295624334,0.5336179295624334,1,0,1,0,1
Wasser-Abrasiv-Suspensions-Strahlschneiden,0,contested,science,3033,1810,2.637652489284537,2.637652489284537,0.0,2.637652489284537,0.0,0.0,0.9891196834817012,0.0,8,0,8,0,0
Kleine Magellansche Wolke,1,stable,science,2713,2256,1.8429782528566163,1.474382602285293,0.0,1.1057869517139698,0.36859565057132326,0.36859565057132326,1.474382602285293,0.7371913011426465,4,0,3,1,1
Propaganda im Ersten Weltkrieg,0,contested,geography,4383,7400,2.5096965548710926,2.053388090349076,0.0,2.053388090349076,0.0,0.4563084645220169,1.3689253935660506,0.4563084645220169,9,0,9,0,2
Zwinger (Münster),1,stable,geography,4028,7535,0.7447864945382324,0.7447864945382324,0.0,0.4965243296921549,0.24826216484607744,0.0,0.4965243296921549,0.24826216484607744,3,0,2,1,0
Dräxlmaier,0,contested,politics_history,1788,6630,0.5592841163310962,0.5592841163310962,0.0,0.5592841163310962,0.0,0.0,0.0,0.0,1,0,1,0,0
Brinkmanship,1,stable,politics_history,1823,6359,0.5485463521667581,0.5485463521667581,0.0,0.5485463521667581,0.0,0.0,0.0,0.0,1,0,1,0,0
Schulpflicht,0,contested,politics_history,2860,5658,2.097902097902098,1.7482517482517483,0.0,1.7482517482517483,0.0,0.34965034965034963,1.3986013986013985,0.34965034965034963,5,0,5,0,1
Straßenbahn München Baureihe S,1,stable,politics_history,2800,4948,0.35714285714285715,0.0,0.0,0.0,0.0,0.35714285714285715,0.35714285714285715,0.35714285714285715,0,0,0,0,1
Babylon A.D.,0,contested,culture,2438,6449,1.2305168170631666,0.8203445447087777,0.0,0.8203445447087777,0.0,0.41017227235438886,0.8203445447087777,0.41017227235438886,2,0,2,0,1
Richard Laymon,1,stable,culture,2708,7066,1.1078286558345642,1.1078286558345642,0.0,1.1078286558345642,0.0,0.0,0.0,0.0,3,0,3,0,0
Fraunhofer-Institut für Keramische Technologien und Systeme,0,contested,science,3163,6841,0.3161555485298767,0.3161555485298767,0.0,0.3161555485298767,0.0,0.0,0.0,0.0,1,0,1,0,0
Solanum subg. Leptostemonum,1,stable,science,3136,6809,2.8698979591836737,2.5510204081632653,0.0,2.5510204081632653,0.0,0.31887755102040816,0.31887755102040816,0.31887755102040816,8,0,8,0,1
Sexhandel in Thailand,0,contested,geography,2591,5650,2.701659590891548,2.701659590891548,0.38595137012736397,2.3157082207641837,0.0,0.0,0.7719027402547279,0.38595137012736397,7,1,6,0,0
Bruno Büchner,1,stable,geography,2862,5475,0.3494060097833683,0.3494060097833683,0.0,0.3494060097833683,0.0,0.0,0.0,0.0,1,0,1,0,0
Deutsche Steinzeug Cremer & Breuer,0,contested,politics_history,4735,3727,0.21119324181626187,0.21119324181626187,0.0,0.21119324181626187,0.0,0.0,0.0,0.0,1,0,1,0,0
Wittem-Projekt,1,stable,politics_history,5402,3463,2.7767493520918176,1.1106997408367272,0.0,0.9255831173639393,0.18511662347278787,1.6660496112550909,2.2213994816734544,1.8511662347278786,6,0,5,1,9
Große Hungersnot in Irland,0,contested,geography,4827,5473,3.314688212140046,3.314688212140046,0.0,3.314688212140046,0.0,0.0,0.41433602651750573,0.0,16,0,16,0,0
Teltow-Werft,1,stable,geography,4831,5967,1.448975367418754,1.2419788863589318,0.0,0.827985924239288,0.413992962119644,0.206996481059822,1.03498240529911,0.6209894431794659,6,0,4,2,1
Staat,0,contested,politics_history,6601,3862,1.8179063778215423,1.666414179669747,0.0,1.666414179669747,0.0,0.15149219815179518,0.4544765944553856,0.15149219815179518,11,0,11,0,1
Computerbetrug,1,stable,politics_history,6487,3792,2.466471404347156,0.4624633883150917,0.0,0.4624633883150917,0.0,2.004008016032064,2.1581624788037614,2.004008016032064,3,0,3,0,13
Ludwig-Boltzmann-Institut für Funktionelle Hirntopographie,0,contested,science,2042,3964,2.9382957884427032,2.4485798237022527,0.0,2.4485798237022527,0.0,0.48971596474045054,1.9588638589618022,0.48971596474045054,5,0,5,0,1
Drahtgewebe (Filtration),1,stable,science,2028,3238,1.9723865877712032,1.9723865877712032,0.0,1.9723865877712032,0.0,0.0,0.0,0.0,4,0,4,0,0
Partidul Social Democrat European,0,contested,politics_history,4067,6142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
Philokartie,1,stable,politics_history,3825,6138,6.7973856209150325,6.5359477124183005,0.0,6.5359477124183005,0.0,0.26143790849673204,1.8300653594771241,0.26143790849673204,25,0,25,0,1
Atari Teenage Riot,0,contested,culture,2984,8129,3.0160857908847185,2.680965147453083,0.0,2.680965147453083,0.0,0.3351206434316354,0.3351206434316354,0.3351206434316354,8,0,8,0,1
Cindy Sherman,1,stable,culture,2813,7866,2.1329541414859583,1.7774617845716318,0.0,1.7774617845716318,0.0,0.35549235691432635,0.35549235691432635,0.35549235691432635,5,0,5,0,1
Schlacht im Ia-Drang-Tal,0,contested,politics_history,3374,6973,5.334914048606994,4.742145820983995,0.0,4.742145820983995,0.0,0.5927682276229994,1.1855364552459988,0.5927682276229994,16,0,16,0,2
Chinesische Volksbank,1,stable,politics_history,3333,7069,0.3000300030003,0.3000300030003,0.0,0.3000300030003,0.0,0.0,0.0,0.0,1,0,1,0,0
Hamburg Commercial Bank,0,contested,politics_history,3724,6985,1.8796992481203008,0.8055853920515575,0.0,0.8055853920515575,0.0,1.0741138560687433,1.0741138560687433,1.0741138560687433,3,0,3,0,4
Korsika im Altertum,1,stable,politics_history,3764,7221,2.3910733262486716,1.8597236981934113,0.0,1.8597236981934113,0.0,0.5313496280552603,0.5313496280552603,0.5313496280552603,7,0,7,0,2
Helmtherapie,0,contested,science,1606,6387,3.1133250311332503,1.8679950186799503,0.0,1.2453300124533002,0.6226650062266501,1.2453300124533002,2.4906600249066004,1.8679950186799503,3,0,2,1,2
Acherontia lachesis,1,stable,science,1644,6076,1.8248175182481752,0.0,0.0,0.0,0.0,1.8248175182481752,1.8248175182481752,1.8248175182481752,0,0,0,0,3
EU-Erweiterung 2004,0,contested,politics_history,4246,7872,2.5906735751295336,2.3551577955723033,0.0,2.119642016015073,0.23551577955723035,0.23551577955723035,0.7065473386716911,0.4710315591144607,10,0,9,1,1
Handelsgeschäft,1,stable,politics_history,4337,7610,2.0751671662439475,1.3834447774959648,0.0,1.3834447774959648,0.0,0.6917223887479824,1.3834447774959648,0.6917223887479824,6,0,6,0,3
Neokatechumenaler Weg,0,contested,culture,7067,6403,2.547049667468516,1.698033111645677,0.0,1.5565303523418708,0.14150275930380643,0.8490165558228385,1.4150275930380642,0.9905193151266448,12,0,11,1,6
Günther Anders,1,stable,culture,7414,6370,1.8883193957377933,0.8092797410304828,0.0,0.674399784192069,0.1348799568384138,1.0790396547073104,1.348799568384138,1.2139196115457245,6,0,5,1,8
Chartered Institute for Archaeologists,0,contested,politics_history,1970,3148,2.0304568527918785,2.0304568527918785,0.0,2.0304568527918785,0.0,0.0,0.5076142131979696,0.0,4,0,4,0,0
Philadelphia and Reading Railroad Bridge (Susquehanna River),1,stable,politics_history,2046,3086,0.4887585532746823,0.4887585532746823,0.0,0.4887585532746823,0.0,0.0,0.0,0.0,1,0,1,0,0
Neue Kadampa-Tradition,0,contested,culture,3187,7518,3.7652965171007216,3.451521807342328,0.0,3.451521807342328,0.0,0.31377470975839344,0.6275494195167869,0.31377470975839344,11,0,11,0,1
Weinbau in Kanada,1,stable,culture,3142,7629,0.9548058561425843,0.9548058561425843,0.0,0.9548058561425843,0.0,0.0,0.31826861871419476,0.0,3,0,3,0,0
Timotheus Höttges,0,contested,politics_history,2234,7025,1.7905102954341987,0.0,0.0,0.0,0.0,1.7905102954341987,1.7905102954341987,1.7905102954341987,0,0,0,0,4
Josephus Daniels (Schiff),1,stable,politics_history,2320,7039,1.293103448275862,1.293103448275862,0.0,1.293103448275862,0.0,0.0,0.0,0.0,3,0,3,0,0
Luftlager,0,contested,science,2434,8123,1.2325390304026294,1.2325390304026294,0.0,1.2325390304026294,0.0,0.0,0.8216926869350862,0.0,3,0,3,0,0
Löffelhund,1,stable,science,2356,8189,2.1222410865874366,2.1222410865874366,0.0,1.697792869269949,0.4244482173174873,0.0,0.4244482173174873,0.4244482173174873,5,0,4,1,0
Die Zeitgeist-Bewegung,0,contested,science,2269,5621,3.085059497576025,1.3221683561040105,0.0,1.3221683561040105,0.0,1.762891141472014,1.762891141472014,1.762891141472014,3,0,3,0,4
Basfia succiniciproducens,1,stable,science,2217,6089,2.7063599458728014,2.7063599458728014,0.0,2.2552999548940007,0.4510599909788002,0.0,0.4510599909788002,0.4510599909788002,6,0,5,1,0
Tempolimit,0,contested,science,2813,5057,2.4884464984002843,1.7774617845716318,0.0,1.7774617845716318,0.0,0.7109847138286527,1.0664770707429791,0.7109847138286527,5,0,5,0,2
Lift-off-Verfahren,1,stable,science,2762,5734,2.896451846488052,2.896451846488052,0.0,2.896451846488052,0.0,0.0,1.448225923244026,0.0,8,0,8,0,0
Iqos,0,contested,politics_history,3138,2747,2.868068833652008,1.5933715742511152,0.0,1.2746972594008923,0.3186743148502231,1.2746972594008923,1.9120458891013383,1.5933715742511152,5,0,4,1,4
ASB Bridge,1,stable,politics_history,2819,2840,0.7094714437743881,0.7094714437743881,0.0,0.7094714437743881,0.0,0.0,0.0,0.0,2,0,2,0,0
Sklavenhandel,0,contested,politics_history,6686,4921,2.243493867783428,2.0939276099311996,0.0,1.9443613520789709,0.14956625785222855,0.14956625785222855,0.5982650314089142,0.2991325157044571,14,0,13,1,1
Panzerhaubitze 2000,1,stable,politics_history,7112,4790,0.843644544431946,0.562429696287964,0.0,0.562429696287964,0.0,0.281214848143982,0.421822272215973,0.281214848143982,4,0,4,0,2
The Third Wave,0,contested,science,1904,6635,1.050420168067227,1.050420168067227,0.0,1.050420168067227,0.0,0.0,0.0,0.0,2,0,2,0,0
Regenbaum,1,stable,science,2149,6650,2.3266635644485807,2.3266635644485807,0.0,1.8613308515588647,0.46533271288971617,0.0,1.8613308515588647,0.46533271288971617,5,0,4,1,0
Verelendungstheorie,0,contested,politics_history,2803,6150,4.994648590795577,0.7135212272565109,0.0,0.7135212272565109,0.0,4.281127363539065,4.281127363539065,4.281127363539065,2,0,2,0,12
Big-Mac-Index,1,stable,politics_history,3101,6577,2.257336343115124,1.6123831022250887,0.0,1.6123831022250887,0.0,0.6449532408900355,0.9674298613350532,0.6449532408900355,5,0,5,0,2
Jüngere Dryaszeit,0,contested,science,4041,7523,1.2373174956693886,0.989853996535511,0.0,0.7423904974016332,0.24746349913387775,0.24746349913387775,0.7423904974016332,0.4949269982677555,4,0,3,1,1
Keilzinkung,1,stable,science,4160,7317,0.2403846153846154,0.2403846153846154,0.0,0.2403846153846154,0.0,0.0,0.0,0.0,1,0,1,0,0
Gestalttherapie,0,contested,science,5807,6863,3.0997072498708453,2.410883416566213,0.0,1.894265541587739,0.5166178749784742,0.6888238333046323,2.066471499913897,1.2054417082831066,14,0,11,3,4
Katalyse,1,stable,science,5736,7129,2.9637377963737794,2.9637377963737794,0.0,2.7894002789400276,0.17433751743375173,0.0,0.5230125523012552,0.17433751743375173,17,0,16,1,0
Küchenabfallzerkleinerer,0,contested,science,2890,7233,1.3840830449826989,1.3840830449826989,0.0,1.3840830449826989,0.0,0.0,0.6920415224913494,0.0,4,0,4,0,0
Kauffmann-White-Schema,1,stable,science,2713,7240,4.423147806855879,4.423147806855879,0.0,4.423147806855879,0.0,0.0,1.8429782528566163,0.0,12,0,12,0,0
Kurort,0,contested,science,1685,8317,1.1869436201780414,0.5934718100890207,0.0,0.5934718100890207,0.0,0.5934718100890207,0.5934718100890207,0.5934718100890207,1,0,1,0,1
Schäbe,1,stable,science,1623,8149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
Substanzinduzierte Psychose,0,contested,science,4000,7285,1.25,0.75,0.0,0.75,0.0,0.5,0.75,0.5,3,0,3,0,2
Wechselwirkende Galaxien,1,stable,science,3738,7268,4.5478865703584805,4.280363830925628,0.0,4.280363830925628,0.0,0.26752273943285176,1.070090957731407,0.26752273943285176,16,0,16,0,1
Das sogenannte Böse,0,contested,science,4425,8199,4.971751412429379,4.067796610169491,0.0,3.84180790960452,0.22598870056497175,0.903954802259887,1.5819209039548021,1.1299435028248588,18,0,17,1,4
Gänsegeier,1,stable,science,4135,8216,2.4183796856106405,2.4183796856106405,0.0,2.4183796856106405,0.0,0.0,0.2418379685610641,0.0,10,0,10,0,0
Pharmahersteller,0,contested,science,5099,6198,3.1378701706216905,2.1572857423024123,0.0,2.1572857423024123,0.0,0.9805844283192783,1.5689350853108452,0.9805844283192783,11,0,11,0,5
(136199) Eris,1,stable,science,5115,6412,0.5865102639296188,0.5865102639296188,0.0,0.5865102639296188,0.0,0.0,0.39100684261974583,0.0,3,0,3,0,0
PANalytical,0,contested,science,1964,6618,2.0366598778004072,2.0366598778004072,0.0,2.0366598778004072,0.0,0.0,0.5091649694501018,0.0,4,0,4,0,0
Waldsteppenotter,1,stable,science,2168,6660,2.7675276752767526,2.7675276752767526,0.0,2.7675276752767526,0.0,0.0,1.8450184501845017,0.0,6,0,6,0,0
T-Labs,0,contested,science,1563,7299,1.2795905310300704,1.2795905310300704,0.0,1.2795905310300704,0.0,0.0,0.0,0.0,2,0,2,0,0
Lilium pardalinum subsp. pitkinense,1,stable,science,1511,6986,0.6618133686300464,0.6618133686300464,0.0,0.6618133686300464,0.0,0.0,0.6618133686300464,0.0,1,0,1,0,0
Ungarische Notation,0,contested,science,3275,8097,3.0534351145038165,2.1374045801526718,0.0,1.5267175572519083,0.6106870229007634,0.916030534351145,2.1374045801526718,1.5267175572519083,7,0,5,2,3
Ankylosauria,1,stable,science,3322,7859,3.3112582781456954,3.0102347983142685,0.0,2.7092113184828417,0.30102347983142685,0.30102347983142685,2.107164358819988,0.6020469596628537,10,0,9,1,1
Prophylaxe (Zahnmedizin),0,contested,science,4188,7368,1.9102196752626552,1.4326647564469914,0.0,0.9551098376313276,0.4775549188156638,0.4775549188156638,0.9551098376313276,0.9551098376313276,6,0,4,2,2
Crashtest-Dummy,1,stable,science,4430,7688,4.514672686230248,4.288939051918736,0.0,3.8374717832957113,0.45146726862302483,0.22573363431151242,2.257336343115124,0.6772009029345373,19,0,17,2,1
Alexander-Technik,0,contested,science,2036,8192,2.9469548133595285,2.9469548133595285,0.0,2.455795677799607,0.49115913555992136,0.0,2.455795677799607,0.49115913555992136,6,0,5,1,0
Ringelröteln,1,stable,science,1818,8101,1.6501650165016502,1.6501650165016502,0.0,1.1001100110011,0.55005500550055,0.0,0.55005500550055,0.55005500550055,3,0,2,1,0
Neoarchaikum,0,contested,science,3302,7638,1.8170805572380375,1.8170805572380375,0.30284675953967294,0.9085402786190188,0.6056935190793459,0.0,1.2113870381586918,0.9085402786190188,6,1,3,2,0
Schlangenadler,1,stable,science,3358,7734,3.8713519952352593,3.5735556879094696,0.0,2.9779630732578917,0.5955926146515784,0.2977963073257892,1.1911852293031568,0.8933889219773674,12,0,10,2,1
